MPN,Manufacturer,ADC Channels,ADC Resolution,CAN,Core Architecture,Data Bus Width,Device Core,Ethernet,Family,Family Name,I2C,I2S,Instruction Set Architecture,Interface Type,Maximum CPU Frequency,Maximum Clock Rate,Maximum Operating Supply Voltage,Maximum Operating Temperature,Minimum Operating Supply Voltage,Minimum Operating Temperature,Mounting,Number of ADCs,Number of Programmable I/Os,Number of Timers,Operating Supply Voltage,PACKAGE_DIMENSION_H,PACKAGE_DIMENSION_L,PACKAGE_DIMENSION_W,PCB,Pin count,Program Memory Size,Program Memory Type,RAM Size,SPI,Supplier_Package,Temperature Flag,Typical Operating Supply Voltage,UART,USART,USB
17477,20,-0.6628771812333657,0.32714664453498676,1.3613433328150149,RX,0.6549669107908276,RX,5.5910878199625484,R5F572ND,Not Mentioned,0.7844504602859611,-0.4065394061475348,RISC,CAN/Ethernet/I2C/SCI/SPI/USB,2.5446754340375577,2.5446975495510658,-0.7167264115130249,-0.6877328929201212,-0.03239725477279065,-0.32214192765191607,Surface Mount,Dual,2.330228054031654,0.6367543010121,-0.9249118247573919,0.08573880342504497,2.3762249657633916,2.370067088166229,2.045983956273968,2.045983956273968,1.9840699340974746,Flash,4.378387083658216,1.101276713654659,LFQFP,Opr,-0.927539214449274,-0.7781608843679068,-0.5222610185967211,1.1316571492720788
79,13,-0.6628771812333657,-0.8917314965279457,-0.6438662206807385,AVR,0.6549669107908276,AVR,2.6293882315160997,AT32UC3A0256,AT32,-0.40686888010725325,0.5868031562300791,RISC,Ethernet/I2C/I2S/SPI/USART/USB,-0.10071190626773344,-0.10077459392942727,-0.7167264115130249,-0.6877328929201212,0.29077589648921714,-0.32214192765191607,Surface Mount,Single,1.5186035232207566,-0.7361474282672413,-0.9249118247573919,0.20041218722446302,1.6184045532568365,1.6232286718535383,1.3580197425953735,1.3580197425953735,-0.24781073791411273,Flash,-0.13499785445851561,2.1395097983247258,LQFP,Opr,-0.927539214449274,-0.7781608843679068,1.997066640059837,1.1316571492720788
14569,13,3.526758662736222,-0.8917314965279457,-0.6438662206807385,PIC,0.6549669107908276,MIPS32 M4K,-0.3323113569303488,PIC32MX230F128L,PIC32,0.1887907900893539,-0.4065394061475348,RISC,I2C/SPI/UART/USB,-0.34396591457166825,-0.3440364002264841,-0.7167264115130249,-0.6877328929201212,-0.46329478978880173,-0.32214192765191607,Surface Mount,Single,0.676918824602048,-0.18698673655550482,-0.9249118247573919,-1.290341802167974,-0.9270947810600533,-0.885382418837807,0.4120689487873058,0.4120689487873058,-0.4072307859149404,Flash,-0.36066710136435215,1.101276713654659,TFBGA,Opr,-0.927539214449274,1.6651317699321109,-0.5222610185967211,1.1316571492720788
28001,31,0.0,0.0,-0.6438662206807385,Not Mentioned,-1.535025809011061,Z8,-0.3323113569303488,ZGP323LAS2032,Z8GP,-1.0025285503038603,-0.4065394061475348,CISC,Not Mentioned,-0.9825076863694973,-0.9825986417562582,-0.7167264115130249,1.7896285075510363,-0.7864679410508095,-0.32214192765191607,Surface Mount,Not Mentioned,-0.796029397980692,-1.0107277741231095,-0.9249118247573919,2.4709451864529446,0.22906713032815235,-0.770484200943547,-1.3078415854091807,-1.3078415854091807,-0.5267958219155612,EPROM,-0.434802056804386,-0.9751894556854735,SOIC,Opr,-0.927539214449274,-0.7781608843679068,-0.5222610185967211,-0.6919116402698817
20049,16,5.621576584721016,0.32714664453498676,3.3665528863107683,e200,0.6549669107908276,e200z4,2.6293882315160997,SP5744BSK1,MPC57xx,1.380110130482568,2.5734882809853064,RISC,CAN/Ethernet/I2C/I2S/SPI,0.7202703717580466,0.7202340023231395,0.7185487061600608,0.5509478073154576,1.9066416527992571,-0.32214192765191607,Surface Mount,Dual,2.1198068793769766,-0.46156708241137306,1.0186706188986463,0.20041218722446302,2.3762249657633916,2.370067088166229,2.045983956273968,2.045983956273968,1.346389742094164,Flash,0.4667868039570486,3.177742882994792,HLQFP EP,Opr,1.025958285142546,-0.7781608843679068,-0.5222610185967211,-0.6919116402698817
12384,16,-0.8723589734318451,0.32714664453498676,-0.6438662206807385,S08,-1.535025809011061,S08,-0.3323113569303488,MC9S08JE64,S08,-0.40686888010725325,-0.4065394061475348,CISC,I2C/SPI/USB,-0.37437266560966015,-0.3744441260136162,-0.7167264115130249,-0.6877328929201212,-1.0019167085588148,-0.32214192765191607,Surface Mount,Single,-0.7659692301728811,-1.285308119978978,-0.9249118247573919,0.20041218722446302,-0.3441560022088571,-0.31089132936650654,-0.3618907916011131,-0.3618907916011131,-0.4869408099153542,Flash,-0.37947287193983853,-0.45607291335044037,LQFP,Opr,-0.927539214449274,-0.7781608843679068,-0.5222610185967211,1.1316571492720788
5749,27,-1.291322557828804,-0.8917314965279457,0.0,ARM,0.6549669107908276,ARM Cortex M3,-4.110183843895122e-17,LM3S1512,Stellaris,0.0,0.0,RISC,I2C/SPI/SSI/UART,0.11213535099820954,0.11207948658049745,-0.7167264115130249,0.5509478073154576,0.29077589648921714,-0.32214192765191607,Surface Mount,Single,-0.014465034977605528,0.08759360930036343,-0.9249118247573919,0.20041218722446302,0.47195828818279806,0.493396195893295,0.4120689487873058,0.4120689487873058,-0.4470857979151473,Flash,-0.13499785445851561,0.0,LQFP,Opr,-0.927539214449274,1.085039904280557e-16,0.0,0.0
22926,23,0.4892726758582708,0.32714664453498676,0.6929401483164304,ARM,0.6549669107908276,ARM Cortex M0+,-0.3323113569303488,STM32G0B1RE,STM32,0.7844504602859611,1.5801457186076928,RISC,CAN/I2C/I2S/SPI/UART/USART/USB,-0.1311186573057253,-0.13118231971655936,-0.7167264115130249,-0.6877328929201212,-1.1096410923128175,-0.32214192765191607,Surface Mount,Single,0.04565530063801652,2.2842363761473092,-0.9249118247573919,0.08573880342504497,-0.3441560022088571,-0.31089132936650654,-0.3618907916011131,-0.3618907916011131,0.07102935808754257,Flash,0.24111755705121202,0.5821601713196259,LQFP,Opr,-0.927539214449274,0.1991561773521002,3.256730469388116,1.1316571492720788
21012,16,6.878467337911892,0.32714664453498676,4.703359255307937,e200,0.6549669107908276,e200z2|e200z4,5.5910878199625484,SPC5747CFK0,MPC57xx,1.380110130482568,2.5734882809853064,RISC,CAN/Ethernet/I2C/I2S/SPI,1.3284053925178836,1.3283885180657815,0.7185487061600608,1.7896285075510363,0.29077589648921714,-0.32214192765191607,Surface Mount,Dual,2.1198068793769766,-0.46156708241137306,1.0186706188986463,0.20041218722446302,2.3762249657633916,2.370067088166229,2.045983956273968,2.045983956273968,4.534790702110717,Flash,1.971248449995959,4.215975967664859,LQFP EP,Opr,1.025958285142546,-0.7781608843679068,-0.5222610185967211,-0.6919116402698817
27189,18,0.0,0.0,-0.6438662206807385,8051,-1.535025809011061,8051,-0.3323113569303488,W78L516A,W78,-1.0025285503038603,-0.4065394061475348,CISC,Not Mentioned,-0.8000671801415461,-0.8001522870334656,0.7185487061600608,-2.2360837682145944,-0.35557040603479895,4.243639044448806,Surface Mount,Not Mentioned,-0.796029397980692,-0.7361474282672413,1.0186706188986463,0.08573880342504497,-0.9270947810600533,-0.885382418837807,-0.7058728984404105,-0.7058728984404105,-0.4869408099153542,Flash,-0.4335394623443619,-0.9751894556854735,LQFP,Opr,1.025958285142546,-0.7781608843679068,-0.5222610185967211,-0.6919116402698817
1956,13,-0.45339538903488635,0.32714664453498676,-0.6438662206807385,ARM,0.6549669107908276,ARM Cortex M7,-0.3323113569303488,ATSAMS70N20B,SAM S70,-0.40686888010725325,-0.4065394061475348,RISC,I2C/SPI/UART/USART/USB,3.4568779651773136,3.4569293231650287,-0.7167264115130249,0.5509478073154576,-1.1958205993160196,-0.32214192765191607,Surface Mount,Single,0.4965578177551819,-0.46156708241137306,-0.9249118247573919,4.973165273663733e-16,0.43309570292607114,0.4550967899285608,0.4120689487873058,0.4120689487873058,0.7087095500908532,Flash,1.3694637915803949,1.6203932559896923,LQFP,Opr,-0.927539214449274,1.6651317699321109,1.3672347253956973,1.1316571492720788
16802,20,1.0129771563544692,0.32714664453498676,0.024536963817845984,RX,0.6549669107908276,RX,-0.3323113569303488,R5F56609FD,Not Mentioned,0.7844504602859611,-0.4065394061475348,RISC,CAN/I2C/SCI/SPI,0.7202703717580466,0.7202340023231395,0.7185487061600608,-0.6877328929201212,-0.03239725477279065,-0.32214192765191607,Surface Mount,Single,0.9775205026801582,-0.7361474282672413,1.0186706188986463,0.08573880342504497,0.43309570292607114,0.4550967899285608,0.4120689487873058,0.4120689487873058,0.7087095500908532,Flash,0.1658944747492665,-0.45607291335044037,LFQFP,Opr,1.025958285142546,-0.7781608843679068,-0.5222610185967211,-0.6919116402698817
14492,13,0.5940135719575105,0.32714664453498676,-0.6438662206807385,PIC,0.6549669107908276,PIC,-0.3323113569303488,PIC32MM0128GPM064,PIC32,0.7844504602859611,2.5734882809853064,RISC,I2C/I2S/SPI/UART/USB,-0.7240503025465664,-0.7241329725656354,-0.7167264115130249,-0.6877328929201212,-0.7864679410508095,-0.32214192765191607,Surface Mount,Single,-0.19482604182447166,-0.7361474282672413,-0.9249118247573919,-0.8316482669703009,-0.3441560022088571,-0.31089132936650654,-0.3618907916011131,-0.3618907916011131,-0.4072307859149404,Flash,-0.36066710136435215,0.5821601713196259,TQFP,Opr,-0.927539214449274,0.6878147082121037,-0.5222610185967211,1.1316571492720788
490,13,0.0,0.0,0.0,8051,-1.535025809011061,8051,-4.110183843895122e-17,AT89S53,AT89,0.0,0.0,CISC,SPI/UART,-0.6024232983945991,-0.6025020694171069,0.7185487061600608,-1.6167434180968052,1.9066416527992571,4.243639044448806,Surface Mount,Not Mentioned,-0.796029397980692,-0.7361474282672413,1.0186706188986463,-0.8316482669703009,-0.3441560022088571,-0.31089132936650654,-0.7918684251502347,-0.7918684251502347,-0.5517052044156905,Flash,-0.4347148230053298,0.0,TQFP,Opr,1.025958285142546,1.085039904280557e-16,0.0,0.0
16096,20,-0.6628771812333657,0.32714664453498676,0.6929401483164304,RX,0.6549669107908276,RX,2.6293882315160997,R5F564M,Not Mentioned,0.1887907900893539,-0.4065394061475348,CISC,CAN/Ethernet/I2C/SPI/USB,0.7202703717580466,0.7202340023231395,-0.7167264115130249,-0.6877328929201212,-0.03239725477279065,-0.32214192765191607,Surface Mount,Dual,0.5867383211786149,-0.18698673655550482,-0.9249118247573919,0.08573880342504497,0.43309570292607114,0.4550967899285608,0.4120689487873058,0.4120689487873058,1.9840699340974746,Flash,1.971248449995959,-0.45607291335044037,LFQFP,Opr,-0.927539214449274,-0.7781608843679068,-0.5222610185967211,1.1316571492720788
9392,20,-0.6628771812333657,-2.110609637590878,-0.6438662206807385,Not Mentioned,-1.535025809011061,740,-0.3323113569303488,M38C19M1,740,-1.0025285503038603,-0.4065394061475348,CISC,UART,-0.9825076863694973,-0.9825986417562582,0.7185487061600608,-0.6877328929201212,1.368019734029244,1.9607485583984452,Surface Mount,Single,-0.8561497335963142,-0.18698673655550482,1.0186706188986463,0.08573880342504497,0.43309570292607114,0.4550967899285608,-0.3618907916011131,-0.3618907916011131,-0.5616689574157422,ROM,-0.4264872983785545,-0.9751894556854735,LQFP,Opr,1.025958285142546,-0.28950235350790327,-0.5222610185967211,-0.6919116402698817
10147,20,-0.6628771812333657,-0.8917314965279457,-0.6438662206807385,Not Mentioned,-1.535025809011061,740,-0.3323113569303488,M38K02F8,740,-1.0025285503038603,-0.4065394061475348,CISC,UART/USB,-0.9216941842935135,-0.9217831901819941,0.5296967169925496,-0.6877328929201212,1.368019734029244,1.9607485583984452,Surface Mount,Single,-0.31506671305571576,-0.7361474282672413,1.0186706188986463,0.08573880342504497,-0.3441560022088571,-0.31089132936650654,-0.3618907916011131,-0.3618907916011131,-0.5267958219155612,Flash,-0.43412714267484587,-0.9751894556854735,LQFP,Opr,1.025958285142546,-0.28950235350790327,-0.5222610185967211,1.1316571492720788
23273,23,0.5940135719575105,2.764902926660852,1.3613433328150149,ARM,0.6549669107908276,ARM Cortex M7,2.6293882315160997,STM32H725IG,STM32H,1.9757698006791753,3.5668308433629203,RISC,CAN/Ethernet/I2C/I2S/SPI/UART/USART/USB,7.257721844926295,7.257895046556542,-0.7167264115130249,1.7896285075510363,-1.1958205993160196,-0.32214192765191607,Surface Mount,Triple,2.0897467115691657,4.206298797138387,-0.9249118247573919,-2.093055488763902,-0.3441560022088571,-0.31089132936650654,2.58345599821037,2.58345599821037,0.7087095500908532,Flash,2.215723467477282,2.1395097983247258,UFBGA,Opr,-0.927539214449274,2.153790300792114,2.6268985547239763,1.1316571492720788
19956,9,1.0129771563544692,-0.8917314965279457,0.6929401483164304,C166,-0.8050282357437647,Not Mentioned,-0.3323113569303488,SAKC167CSL,C166,-1.0025285503038603,-0.4065394061475348,CISC|RISC,CAN/SPI/USART,-0.7240503025465664,-0.7241329725656354,0.7185487061600608,1.7896285075510363,1.9066416527992571,-0.32214192765191607,Surface Mount,Single,1.5787238588363786,-0.18698673655550482,1.0186706188986463,4.489196741322706,3.1534766708983204,3.136055207461297,1.3580197425953735,1.3580197425953735,0.0,ROMLess,-0.38417431458371015,-0.45607291335044037,MQFP,Opr,1.025958285142546,-0.7781608843679068,0.10757089606741832,-0.6919116402698817
25723,27,0.17504998756055173,0.32714664453498676,0.024536963817845984,C28x,0.6549669107908276,C28x,-0.3323113569303488,TMS320F28051,Piccolo F2805x,-0.40686888010725325,-0.4065394061475348,RISC,CAN/I2C/SCI/SPI,-0.19193215938170902,-0.19199777129082357,-0.6940641728129237,0.5509478073154576,0.2584585813630166,-0.32214192765191607,Surface Mount,Single,-0.4954277199025819,-0.7361474282672413,-0.9249118247573919,0.20041218722446302,0.08333243561533395,0.1104021362457613,-0.017908684761815792,-0.017908684761815792,-0.4869408099153542,Flash,-0.36066710136435215,-0.45607291335044037,LQFP,Opr,-0.927539214449274,-0.7781608843679068,-0.5222610185967211,-0.6919116402698817
27108,9,0.0,0.0,0.0,8051,-1.535025809011061,8051,-4.110183843895122e-17,VRS51C1000,Versa,0.0,0.0,CISC,UART,-0.49599966976162757,-0.4960750291621446,0.7185487061600608,-0.6877328929201212,1.9066416527992571,-0.32214192765191607,Surface Mount,Not Mentioned,-0.675788726749448,-0.7361474282672413,1.0186706188986463,1.461819409018064,-0.3441560022088571,-0.31089132936650654,-0.7918684251502347,-0.7918684251502347,-0.4869408099153542,Flash,-0.4311887410224261,0.0,PQFP,Opr,1.025958285142546,1.085039904280557e-16,0.0,0.0
14694,13,0.17504998756055173,-0.8917314965279457,-0.6438662206807385,PIC,0.6549669107908276,MIPS32 M4K,-0.3323113569303488,PIC32MX420F032H,PIC32,0.1887907900893539,-0.4065394061475348,RISC,I2C/SPI/UART/USB,-0.49599966976162757,-0.4960750291621446,-0.7167264115130249,0.5509478073154576,-0.46329478978880173,-0.32214192765191607,Surface Mount,Single,-0.22488620963228267,-0.18698673655550482,-0.9249118247573919,-0.8316482669703009,-0.3441560022088571,-0.31089132936650654,-0.3618907916011131,-0.3618907916011131,-0.5267958219155612,Flash,-0.3982786425153249,-0.45607291335044037,TQFP,Opr,-0.927539214449274,0.1991561773521002,-0.5222610185967211,2.9552259388140394
26809,20,-0.34865449293564665,-0.8917314965279457,-0.6438662206807385,78K0,-1.535025809011061,78K0,-0.3323113569303488,UPD78F0586GB,78K,-0.40686888010725325,-0.4065394061475348,CISC,CSI/I2C/UART,-0.9521009353315053,-0.9521909159691261,0.7185487061600608,-0.6877328929201212,-0.03239725477279065,-0.32214192765191607,Surface Mount,Single,-0.7659692301728811,-0.18698673655550482,1.0186706188986463,0.08573880342504497,-0.3441560022088571,-0.31089132936650654,-0.7918684251502347,-0.7918684251502347,-0.5566870809157163,Flash,-0.4335394623443619,-0.9751894556854735,LQFP,Opr,1.025958285142546,-0.28950235350790327,-0.5222610185967211,-0.6919116402698817
5463,16,0.17504998756055173,2.764902926660852,-0.6438662206807385,ARM,0.6549669107908276,ARM Cortex M0+,-0.3323113569303488,K32L2B21,K32 L2,0.1887907900893539,-0.4065394061475348,RISC,I2C/SPI/UART/USB,-0.37437266560966015,-0.3744441260136162,-0.7167264115130249,0.5509478073154576,-1.0988686539374173,-0.32214192765191607,Surface Mount,Single,-0.2549463774400937,-0.18698673655550482,-0.9249118247573919,0.20041218722446302,-0.3441560022088571,-0.31089132936650654,-0.3618907916011131,-0.3618907916011131,-0.4072307859149404,Flash,-0.28544401906240663,0.06304362898459279,LQFP,Opr,-0.927539214449274,0.6878147082121037,-0.5222610185967211,1.1316571492720788
14534,13,3.526758662736222,-0.8917314965279457,-0.6438662206807385,PIC,0.6549669107908276,MIPS32 M4K,-0.3323113569303488,PIC32MX150F256L,PIC32,0.1887907900893539,-0.4065394061475348,RISC,I2C/SPI/UART,-0.34396591457166825,-0.3440364002264841,-0.7167264115130249,-0.6877328929201212,-0.46329478978880173,-0.32214192765191607,Surface Mount,Single,0.797159495833292,-0.18698673655550482,-0.9249118247573919,-1.290341802167974,-0.9270947810600533,-0.885382418837807,0.4120689487873058,0.4120689487873058,-0.24781073791411273,Flash,-0.28544401906240663,1.101276713654659,TFBGA,Opr,-0.927539214449274,1.6651317699321109,-0.5222610185967211,-0.6919116402698817
13745,16,1.431940740751428,-0.8917314965279457,0.0,e200,0.6549669107908276,e200,-4.110183843895122e-17,MPC5603B,MPC56xx,0.0,0.0,RISC,CAN/I2C/SCI/SPI,-0.1311186573057253,-0.13118231971655936,0.7185487061600608,1.7896285075510363,1.9066416527992571,-0.32214192765191607,Surface Mount,Single,0.616798488986426,-1.0107277741231095,1.0186706188986463,0.31508557102388157,0.43309570292607114,0.4550967899285608,0.4120689487873058,0.4120689487873058,-0.08839068991328508,Flash,-0.304249789637893,0.0,LQFP,Opr,1.025958285142546,1.085039904280557e-16,0.0,0.0
9901,20,-0.6628771812333657,-0.8917314965279457,-0.6438662206807385,Not Mentioned,-1.535025809011061,740,-0.3323113569303488,M38C28F9A,740,-1.0025285503038603,-0.4065394061475348,CISC,UART,-0.9521009353315053,-0.9521909159691261,0.7185487061600608,-0.6877328929201212,1.9066416527992571,1.9607485583984452,Surface Mount,Single,-0.22488620963228267,0.08759360930036343,1.0186706188986463,0.08573880342504497,-0.3441560022088571,-0.31089132936650654,-0.3618907916011131,-0.3618907916011131,-0.5218139454155353,Flash,-0.4288380197004903,-0.9751894556854735,LQFP,Opr,1.025958285142546,0.1991561773521002,-0.5222610185967211,-0.6919116402698817
17613,20,1.6414225329499073,0.32714664453498676,0.024536963817845984,RX,0.6549669107908276,RX,-0.3323113569303488,R5F572TKG,Not Mentioned,-0.40686888010725325,-0.4065394061475348,RISC,CAN/I2C/SCI/SPI/USB,1.9365404132777209,1.9365430338084235,0.7185487061600608,0.5509478073154576,-0.03239725477279065,-0.32214192765191607,Surface Mount,Single,1.5486636910285676,0.3621739551562317,1.0186706188986463,0.08573880342504497,1.5989732606284635,1.6040789688711616,1.3580197425953735,1.3580197425953735,0.7087095500908532,Flash,0.1658944747492665,-0.45607291335044037,LFQFP,Opr,1.025958285142546,-0.7781608843679068,-0.5222610185967211,1.1316571492720788
17760,20,-0.6628771812333657,0.32714664453498676,0.6929401483164304,Not Mentioned,0.6549669107908276,SH-2A,-0.3323113569303488,R5F72A08,SuperH,-1.0025285503038603,-0.4065394061475348,RISC,CAN/LIN/SCI,0.11213535099820954,0.11207948658049745,0.7185487061600608,1.7896285075510363,0.6139490477512249,-0.32214192765191607,Surface Mount,Dual,-0.3751870486713378,-0.7361474282672413,1.0186706188986463,0.08573880342504497,-0.3441560022088571,-0.31089132936650654,-0.3618907916011131,-0.3618907916011131,0.07102935808754257,Flash,-0.13499785445851561,-0.9751894556854735,LFQFP,Opr,1.025958285142546,-0.7781608843679068,-0.5222610185967211,-0.6919116402698817
6209,27,-1.1865816617295641,-0.8917314965279457,0.0,ARM,0.6549669107908276,ARM Cortex M3,-4.110183843895122e-17,LM3S2412,Stellaris,0.0,0.0,RISC,CAN/I2C/SPI/SSI/UART,-0.34396591457166825,-0.3440364002264841,-0.7167264115130249,-0.6877328929201212,0.29077589648921714,-0.32214192765191607,Surface Mount,Single,-0.2850065452479047,-0.18698673655550482,-0.9249118247573919,0.20041218722446302,0.47195828818279806,0.493396195893295,0.4120689487873058,0.4120689487873058,-0.4470857979151473,Flash,-0.28544401906240663,0.0,LQFP,Opr,-0.927539214449274,1.085039904280557e-16,0.0,0.0
